0,-11.103101552,-5.557982056
0,-11.091772136,-5.525584864
0,-11.087791448,-5.482345936
0,-11.060469176,-5.4606533200000005
0,-11.03289392,-5.439893392
0,-11.005696616,-5.419045071999999
0,-10.981486352000001,-5.401717192
0,-10.972293583999999,-5.368716495999999
0,-10.963728704,-5.328190288
0,-10.951201424,-5.2893008560000006
0,-10.939978688,-5.246598376
0,-10.937625632,-5.201064304
0,-10.949009912,-5.140183552
0,-10.95829412,-5.07994288
0,-10.970870168,-5.018419
0,-10.967511272,-4.972473448000001
0,-10.966194536,-4.921358488
0,-10.958870192,-4.877366704
0,-10.965097256,-4.822444792
0,-10.97152244,-4.764919888
0,-10.976600408,-4.705919752
0,-10.98261716,-4.646544712
0,-10.986259519999999,-4.586733808
0,-10.98924656,-4.527392296
0,-10.993946575999999,-4.4656885840000005
0,-10.9984058,-4.402192648
0,-11.00322164,-4.33828828
0,-11.010640471999999,-4.2737743120000005
0,-11.019504055999999,-4.209519424
0,-11.030638399999999,-4.156020928
0,-11.031525368,-4.097042128
0,-11.045448632,-4.030031848
0,-11.072207024,-3.952908304
0,-11.092936472,-3.866851072
0,-11.109929072,-3.778730344
0,-11.132679344,-3.692865136
0,-11.152646791999999,-3.605207704
0,-11.176732088,-3.521418184
0,-11.209653536,-3.44781508
0,-11.24174288,-3.377945776
0,-11.272762376,-3.3108836799999994
0,-11.291154008,-3.244418992
0,-11.308305103999999,-3.18978664
0,-11.32176812,-3.123840112
0,-11.347346936,-3.047676688
0,-11.375559224,-2.9796758079999996
0,-11.399196464,-2.91746308
0,-11.411946248,-2.861026312
0,-11.418746336,-2.819610088
0,-11.421267032,-2.7790076799999994
0,-11.429536256,-2.74077052
0,-11.432675696,-2.7037677999999996
0,-11.44368812,-2.65173844
0,-11.448607592,-2.5958045919999995
0,-11.454871231999999,-2.5348689759999994
0,-11.463996944,-2.4770758479999992
0,-11.479410679999999,-2.4215351919999994
0,-11.496613592,-2.3523486399999998
0,-11.519869832,-2.2986764080000004
0,-11.53122668,-2.2433704479999994
0,-11.551956128,-2.1928071759999996
0,-11.556832928,-2.144572576
0,-11.56966196,-2.105646567999999
0,-11.588477264,-2.0598351280000005
0,-11.616305504,-2.019327208
0,-11.635538384,-1.9773013839999996
0,-11.662574144,-1.9380004719999997
0,-11.678432888,-1.913259855999999
0,-11.695715048,-1.8881047119999996
0,-11.708733056,-1.8679635279999998
0,-11.716343912,-1.8463806399999996
0,-11.733711416,-1.8251604639999996
0,-11.741758136,-1.8080977599999999
0,-11.746884871999999,-1.7791295679999992
0,-11.743157168,-1.7627679039999995
